Country,Year,GDP_Forecast
Bhutan,2024,2140553115.766464
Bhutan,2025,2088396101.527115
Bhutan,2026,2044426902.9143794
Bhutan,2027,2008302050.0552895
Bhutan,2028,1979838949.0741913
Bhutan,2029,1958969570.3745267
Bhutan,2030,1945594468.050649
Bhutan,2031,1939450577.3165886
Bolivia,2022,38803640153.86097
Bolivia,2023,35939259342.71893
Bolivia,2024,30639220964.978386
Bolivia,2025,27481670165.223892
Bolivia,2026,26265771742.66182
Bolivia,2027,21725750836.481705
Bolivia,2028,14732283528.435669
Bolivia,2029,9442554055.502445
Bolivia,2030,5832568843.520218
Bolivia,2031,-10212094.234977722
Bosnia and Herzegovina,2022,19932757422.853424
Bosnia and Herzegovina,2023,19573394232.128967
Bosnia and Herzegovina,2024,19097480761.79051
Bosnia and Herzegovina,2025,18566893014.250988
Bosnia and Herzegovina,2026,18014724729.415695
Bosnia and Herzegovina,2027,17462959287.80216
Bosnia and Herzegovina,2028,16927193416.44448
Bosnia and Herzegovina,2029,16418825862.76263
Bosnia and Herzegovina,2030,15946234759.36556
Bosnia and Herzegovina,2031,15515450538.356247
Botswana,2022,15420584648.663261
Botswana,2023,16435432072.563847
Botswana,2024,18498874646.24214
Botswana,2025,14395109476.137436
Botswana,2026,11852178090.865017
Botswana,2027,14193693510.852749
Botswana,2028,13009931850.360672
Botswana,2029,13278360646.606144
Botswana,2030,11905957036.950329
Botswana,2031,9625253234.99913
Brazil,2022,1333672937856.8
Brazil,2023,1258965412558.2842
Brazil,2024,1201312595973.0015
Brazil,2025,1151644286229.5732
Brazil,2026,1105357574607.4895
Brazil,2027,1059987755058.6992
Brazil,2028,1014179477657.0942
Brazil,2029,967187942017.8374
Brazil,2030,918616543191.6797
Brazil,2031,868270325055.2632
Brunei Darussalam,2022,16145320086.560495
Brunei Darussalam,2023,14992168053.584265
Brunei Darussalam,2024,18123486699.831947
Brunei Darussalam,2025,18179616881.96459
Brunei Darussalam,2026,19494751523.626648
Brunei Darussalam,2027,23413841442.718124
Brunei Darussalam,2028,20796140532.475224
Brunei Darussalam,2029,26903185089.95603
Brunei Darussalam,2030,32691243976.35215
Brunei Darussalam,2031,19627127784.858513
Bulgaria,2022,66376162611.58627
Bulgaria,2023,63646707299.13756
Bulgaria,2024,62400597253.599335
Bulgaria,2025,60823899792.324
Bulgaria,2026,58833715880.25408
Bulgaria,2027,56336280114.70682
Bulgaria,2028,53308836548.7424
Bulgaria,2029,49732529098.28241
Bulgaria,2030,45590419707.054955
Bulgaria,2031,40864184068.93622
Burkina Faso,2022,21387603232.370144
Burkina Faso,2023,15032924234.321533
Burkina Faso,2024,22970799002.07557
Burkina Faso,2025,18643110281.556038
Burkina Faso,2026,30150622661.34317
Burkina Faso,2027,20343920821.19079
Burkina Faso,2028,41570379029.382065
Burkina Faso,2029,7618962595.706238
Burkina Faso,2030,53416782710.58292
Burkina Faso,2031,-4328721723.683626
Burundi,2022,2954576108.1892858
Burundi,2023,1940039156.4099126
Burundi,2024,1373181538.9964547
Burundi,2025,1064797160.6514606
Burundi,2026,950802984.4707313
Burundi,2027,1016120193.849226
Burundi,2028,1007118721.6218872
Burundi,2029,789764366.0633574
Burundi,2030,-1043814462.8674936
Burundi,2031,-2254290789.60131
COD,2022,49476603445.59288
COD,2023,56588196136.3117
COD,2024,67050663025.81395
COD,2025,63341858670.439835
COD,2026,65375362618.967125
COD,2027,64547300051.23573
COD,2028,63826690623.47435
COD,2029,74049173229.93127
COD,2030,81569227751.09683
COD,2031,82753222835.24628
Cabo Verde,2022,1807091796.5863953
Cabo Verde,2023,1782752168.0554657
Cabo Verde,2024,1692808550.426361
Cabo Verde,2025,1605897921.1089325
Cabo Verde,2026,1590550608.3815613
Cabo Verde,2027,1595877546.4477692
Cabo Verde,2028,1566834708.5569153
Cabo Verde,2029,1512675404.825714
Cabo Verde,2030,1473715382.5724792
Cabo Verde,2031,1455641156.591629
Cambodia,2022,26358527893.53889
Cambodia,2023,27204930458.810497
Cambodia,2024,28234151710.249107
Cambodia,2025,29353517580.951008
Cambodia,2026,30500471086.23509
Cambodia,2027,31639730319.94701
Cambodia,2028,32755853954.98966
Cambodia,2029,33845495499.27435
Cambodia,2030,34911283584.9449
Cambodia,2031,35957802863.02191
Cameroon,2022,45766150023.2876
Cameroon,2023,46635590545.85505
Cameroon,2024,48111266902.65393
Cameroon,2025,51235940214.81472
Cameroon,2026,46005410744.70667
Cameroon,2027,51020555769.515854
Cameroon,2028,54294749329.66203
Cameroon,2029,55557872608.58201
Cameroon,2030,52633767368.240906
Cameroon,2031,49450450465.30376
Canada,2022,1801069079249.8452
Canada,2023,1972014263871.2124
Canada,2024,2093201802721.294
Canada,2025,2153854782061.1338
Canada,2026,2168729549844.2524
Canada,2027,2155358090627.6538
Canada,2028,2128758248056.3364
Canada,2029,2100686285572.833
Canada,2030,2079157301702.026
Canada,2031,2068320196893.2153
Central African Republic,2022,2550444280.656644
Central African Republic,2023,2660889682.1249924
Central African Republic,2024,2742721702.3407173
Central African Republic,2025,2805255862.762643
Central African Republic,2026,2857447018.5813055
Central African Republic,2027,2907240677.5084133
Central African Republic,2028,2960350054.999214
Central African Republic,2029,3019844308.7417583
Central African Republic,2030,3086422308.7412643
Central African Republic,2031,3159087539.699564
Chad,2022,-1942336386.1467743
Chad,2023,-15163576149.536385
Chad,2024,36964863273.802155
Chad,2025,-42399115276.99969
Chad,2026,-42106087909.57679
Chad,2027,325199009949.3506
Chad,2028,-530018404842.2562
Chad,2029,-43772451893.510414
Chad,2030,2199299708243.455
Chad,2031,-5209909917970.821
Chile,2022,290219905182.7921
Chile,2023,371689803718.5094
Chile,2024,557843189404.7163
Chile,2025,720674499367.4873
Chile,2026,812396836560.0662
Chile,2027,840681207352.2827
Chile,2028,892471169128.993
Chile,2029,940429000159.6791
Chile,2030,991880863313.9404
Chile,2031,1033743117058.8938
China,2022,14436894054700.646
China,2023,15062360686845.162
China,2024,14849962213126.814
China,2025,14718914773009.781
China,2026,15788933667064.512
China,2027,15650797182390.865
China,2028,14565609835470.861
China,2029,13900027126880.7
China,2030,14381146235826.486
China,2031,15006683159520.225
Colombia,2022,2776944093050.659
Colombia,2023,9723634736158.0
Colombia,2024,19201344090737.418
Colombia,2025,46097575078822.67
Colombia,2026,132525613733302.69
Colombia,2027,338052919634517.1
Colombia,2028,876238898106462.2
Colombia,2029,2371419141820834.0
Colombia,2030,6154504418449537.0
Colombia,2031,1.5851705802256844e+16
Comoros,2022,1347639233.0186572
Comoros,2023,1454380196.2058873
Comoros,2024,1557679636.6279655
Comoros,2025,1659184379.129744
Comoros,2026,1760222871.7178931
Comoros,2027,1861876504.2443109
Comoros,2028,1965035420.5214972
Comoros,2029,2070442227.0898724
Comoros,2030,2178726252.379092
Comoros,2031,2290430426.937077
Costa Rica,2022,61909984884.54451
Costa Rica,2023,62421589635.19192
Costa Rica,2024,62749145218.55525
Costa Rica,2025,62992289129.84989
Costa Rica,2026,63085027117.716675
Costa Rica,2027,63035333606.85948
Costa Rica,2028,62847623407.00063
Costa Rica,2029,62537040454.26723
Costa Rica,2030,62120416988.36456
Costa Rica,2031,61615671834.16102
Croatia,2022,53531618686.91069
Croatia,2023,52716552406.838974
Croatia,2024,52267267389.711624
Croatia,2025,51727895212.51842
Croatia,2026,51409869625.98265
Croatia,2027,51143995757.96791
Croatia,2028,50914093968.4106
Croatia,2029,50721666118.983246
Croatia,2030,50556802169.72659
Croatia,2031,50418529733.434906
Cyprus,2022,23534473597.42711
Cyprus,2023,25498995922.749107
Cyprus,2024,26298464660.747322
Cyprus,2025,27211479593.64338
Cyprus,2026,28513481868.45939
Cyprus,2027,28945585917.672367
Cyprus,2028,29756734674.51269
Cyprus,2029,29969573984.347137
Cyprus,2030,30122373858.839287
Cyprus,2031,30161118500.838158
Denmark,2022,407971260685.84766
Denmark,2023,458082636512.48035
Denmark,2024,506288812715.6952
Denmark,2025,550615797822.0225
Denmark,2026,590818027836.5693
Denmark,2027,627271821541.0078
Denmark,2028,660603148422.4674
Denmark,2029,691615210434.7593
Denmark,2030,721200601435.0131
Denmark,2031,750251468429.6416
Dominica,2022,494275595.8027698
Dominica,2023,486958095.34410894
Dominica,2024,481176263.17033947
Dominica,2025,474909248.49743617
Dominica,2026,466107098.81883276
Dominica,2027,453542864.3334321
Dominica,2028,437074463.0308281
Dominica,2029,417369122.90759456
Dominica,2030,395394583.22643554
Dominica,2031,371972924.0948833
Dominican Republic,2022,79905430638.77513
Dominican Republic,2023,81735334181.77844
Dominican Republic,2024,83647623579.14345
Dominican Republic,2025,85520757233.81287
Dominican Republic,2026,87337268628.67082
Dominican Republic,2027,89097715602.79402
Dominican Republic,2028,90805133258.48643
Dominican Republic,2029,92462475914.51923
Dominican Republic,2030,94072329402.82547
Dominican Republic,2031,95636960762.04181
Ecuador,2022,118444546505.66443
Ecuador,2023,99301247182.9209
Ecuador,2024,145441895120.6319
Ecuador,2025,158401268439.69083
Ecuador,2026,172004548756.8305
Ecuador,2027,208886761755.11517
Ecuador,2028,173573681777.07928
Ecuador,2029,305702691897.49066
Ecuador,2030,236829879427.96692
Ecuador,2031,309169902816.59436
Egypt,2022,344234360968.1244
Egypt,2023,473249398249.8527
Egypt,2024,711820366907.9583
Egypt,2025,946848558362.977
Egypt,2026,463569631342.98883
Egypt,2027,113106920132.53758
Egypt,2028,275894319848.51105
Egypt,2029,1259442933739.2788
Egypt,2030,299982429189.4845
Egypt,2031,-537482599229.2156
El Salvador,2022,26064129698.55684
El Salvador,2023,28303271989.90539
El Salvador,2024,30586753543.357983
El Salvador,2025,35638177847.4236
El Salvador,2026,36034782634.61133
El Salvador,2027,35854796786.71337
El Salvador,2028,31582648793.109596
El Salvador,2029,32197389202.390274
El Salvador,2030,28633382698.88701
El Salvador,2031,27993599898.73291
Equatorial Guinea,2022,6023039489.399114
Equatorial Guinea,2023,4155264092.22933
Equatorial Guinea,2024,2158423211.433263
Equatorial Guinea,2025,546360509.1417558
Equatorial Guinea,2026,-1321427659.207815
Equatorial Guinea,2027,-2803690320.028877
Equatorial Guinea,2028,-4152744336.4976106
Equatorial Guinea,2029,-5194600996.040369
Equatorial Guinea,2030,-6037076519.958236
Equatorial Guinea,2031,-6674622984.234458
Estonia,2022,28577370225.174385
Estonia,2023,27729408356.21897
Estonia,2024,27229076884.29465
Estonia,2025,27366925739.754795
Estonia,2026,27603997748.34506
Estonia,2027,27928486982.43221
Estonia,2028,28125161725.962826
Estonia,2029,28224268158.59985
Estonia,2030,28205141177.05264
Estonia,2031,28131225295.073692
Eswatini,2022,4292102308.50242
Eswatini,2023,3823178889.1654854
Eswatini,2024,3278501898.3354073
Eswatini,2025,4536667985.12808
Eswatini,2026,5811765426.828371
Eswatini,2027,6325478519.321026
Eswatini,2028,6249765424.967026
Eswatini,2029,6770692429.4833765
Eswatini,2030,7075417126.845343
Eswatini,2031,5767901291.607824
Ethiopia,2022,112997470695.90591
Ethiopia,2023,119238018328.90938
Ethiopia,2024,126151875114.86258
Ethiopia,2025,133607741706.60312
Ethiopia,2026,141527501777.96405
Ethiopia,2027,149866933122.22556
Ethiopia,2028,158603457733.84637
Ethiopia,2029,167728373102.25418
Ethiopia,2030,177241934601.20663
Ethiopia,2031,187150250529.04202
Fiji,2022,2750595303.1488523
Fiji,2023,161284103.88067293
Fiji,2024,235573122.7507434
Fiji,2025,822507573.0887637
Fiji,2026,-2766323546.4714627
Fiji,2027,-4227022812.9476576
Fiji,2028,-1630605475.7343132
Fiji,2029,-1988719886.631889
Fiji,2030,-3625267380.975197
Fiji,2031,-1611152704.6531196
Finland,2022,274603159301.4099
Finland,2023,283643979092.8673
Finland,2024,293201465196.911
Finland,2025,302332012786.75195
Finland,2026,310999501172.85034
Finland,2027,319304518399.04266
Finland,2028,327349939593.48553
Finland,2029,335238155287.6046
Finland,2030,343072785037.02356
Finland,2031,350949574556.0791
France,2022,2547984064496.01
France,2023,2323349552163.0176
France,2024,2834048928700.3467
France,2025,2425224196565.1772
France,2026,2714618904423.0996
France,2027,2692866668116.0664
France,2028,1802762796119.1772
France,2029,1980492723642.7954
France,2030,2611627098461.536
France,2031,2579910765330.0254
Gabon,2022,15215660504.210678
Gabon,2023,14944480443.415743
Gabon,2024,14611011987.421007
Gabon,2025,14253886070.309938
Gabon,2026,13888535768.450891
Gabon,2027,13522544740.857954
Gabon,2028,13160730676.065536
Gabon,2029,12806800263.799217
Gabon,2030,12463872200.466677
Gabon,2031,12134634995.217184
Georgia,2022,17791544645.32145
Georgia,2023,20068221773.616318
Georgia,2024,30704270730.41466
Georgia,2025,22015598082.61628
Georgia,2026,23888846301.776985
Georgia,2027,26893392543.983723
Georgia,2028,33680469867.579582
Georgia,2029,30986931178.771717
Georgia,2030,33149807427.630997
Georgia,2031,29059154765.418488
Germany,2022,4165870441704.449
Germany,2023,3952165824659.2344
Germany,2024,3781622557840.1562
Germany,2025,3440002093234.6074
Germany,2026,3360973199877.6094
Germany,2027,3209116786649.682
Germany,2028,3261670415164.628
Germany,2029,3359744433230.493
Germany,2030,2990573235871.4883
Germany,2031,2822254760264.912
Ghana,2022,71836885267.4265
Ghana,2023,74390084061.51273
Ghana,2024,76567053071.24088
Ghana,2025,78626288345.75575
Ghana,2026,80667070636.19498
Ghana,2027,82710296040.06923
Ghana,2028,84754244050.58336
Ghana,2029,86794442031.26495
Ghana,2030,88827112389.09842
Ghana,2031,90848879204.84
Greece,2022,220452010591.51764
Greece,2023,231723677862.4209
Greece,2024,232129747827.1812
Greece,2025,224061905205.64258
Greece,2026,209919843416.47516
Greece,2027,192233426991.5072
Greece,2028,173196510691.489
Greece,2029,154455154076.97772
Greece,2030,137055981250.64886
Greece,2031,121502772122.92175
Grenada,2022,1266380712.0358257
Grenada,2023,1173109897.4651418
Grenada,2024,1120270516.0013146
Grenada,2025,1565655738.7090113
Grenada,2026,1668398283.6149442
Grenada,2027,1485880667.2730765
Grenada,2028,1410027204.18684
Grenada,2029,1690590031.4566493
Grenada,2030,1591259146.302772
Grenada,2031,1012928137.6700698
Guatemala,2022,80381230229.50809
Guatemala,2023,83812133812.5862
Guatemala,2024,87516883950.19055
Guatemala,2025,91306987342.30539
Guatemala,2026,95108814884.17589
Guatemala,2027,98909030383.18317
Guatemala,2028,102721128920.62393
Guatemala,2029,106567010463.93095
Guatemala,2030,110467988450.85756
Guatemala,2031,114441218716.07182
Guinea,2022,16324441951.452147
Guinea,2023,17261357706.821495
Guinea,2024,18335827265.978943
Guinea,2025,19477496882.321037
Guinea,2026,20661438943.86953
Guinea,2027,21883516805.395447
Guinea,2028,23147163240.18112
Guinea,2029,24457282786.241806
Guinea,2030,25818033283.066307
Guinea,2031,27232421454.15766
Guinea-Bissau,2022,1494353183.6846495
Guinea-Bissau,2023,1596375370.7446811
Guinea-Bissau,2024,1694721047.83743
Guinea-Bissau,2025,1775626216.794053
Guinea-Bissau,2026,1843716690.8470225
Guinea-Bissau,2027,1908228596.3739295
Guinea-Bissau,2028,1975315832.5642533
Guinea-Bissau,2029,2046715494.644196
Guinea-Bissau,2030,2121554050.1825488
Guinea-Bissau,2031,2198414194.713592
Guyana,2022,4318110789.3984375
Guyana,2023,3113786554.274414
Guyana,2024,1986050959.7460938
Guyana,2025,706606858.4287109
Guyana,2026,-574811548.8730469
Guyana,2027,-2392883367.1953125
Guyana,2028,-5129709748.842773
Guyana,2029,-8664080142.74121
Guyana,2030,-12893993935.65625
Guyana,2031,-17672299878.41992
Haiti,2022,14442630872.996231
Haiti,2023,14393053627.561455
Haiti,2024,14336663267.280895
Haiti,2025,14262773106.828129
Haiti,2026,14165329795.666496
Haiti,2027,14040687978.25843
Haiti,2028,13886617138.611675
Haiti,2029,13701747349.021324
Haiti,2030,13485236507.699833
Haiti,2031,13236567226.961002
Honduras,2022,23363254462.118793
Honduras,2023,18301717539.296665
Honduras,2024,20634097990.446068
Honduras,2025,20529170793.614166
Honduras,2026,7148692308.765635
Honduras,2027,12333656547.067543
Honduras,2028,7676530577.841717
Honduras,2029,-4494158093.211142
Honduras,2030,-15982432681.25342
Honduras,2031,-22228446218.127857
Hong Kong,2022,377025146091.491
Hong Kong,2023,387586167627.9485
Hong Kong,2024,384563878231.0713
Hong Kong,2025,389564088482.559
Hong Kong,2026,400051274816.37616
Hong Kong,2027,424713443505.9969
Hong Kong,2028,443815215703.39844
Hong Kong,2029,467570491812.77795
Hong Kong,2030,465747895399.24786
Hong Kong,2031,426807592230.83417
Hungary,2022,167116142333.06146
Hungary,2023,177239334343.72656
Hungary,2024,175075885190.85437
Hungary,2025,168497299329.1289
Hungary,2026,136319197662.87103
Hungary,2027,42815868174.286316
Hungary,2028,-208346412302.85284
Hungary,2029,-858829242391.8977
Hungary,2030,-2526011136963.3706
Hungary,2031,-6781527571549.722
Iceland,2022,16422671214.68753
Iceland,2023,12511077410.027023
Iceland,2024,9893325910.289429
Iceland,2025,8705668671.323624
Iceland,2026,8966672389.965073
Iceland,2027,10509299146.56337
Iceland,2028,12997082711.63823
Iceland,2029,15979669483.353989
Iceland,2030,18966904223.457916
Iceland,2031,21505556542.323883
India,2022,2714150807820.5625
India,2023,2762892396772.5005
India,2024,2806443613497.1187
India,2025,2844853508682.064
India,2026,2878224402987.2866
India,2027,2906698366782.3584
India,2028,2930448409993.232
India,2029,2949672258145.84
India,2030,2964587576553.398
India,2031,2975428035580.2866
Indonesia,2022,1287647626073.9246
Indonesia,2023,1219773277449.0603
Indonesia,2024,595411128941.425
Indonesia,2025,151121867354.8496
Indonesia,2026,-588515739466.1736
Indonesia,2027,-1393354031417.7092
Indonesia,2028,-731911592602.2812
Indonesia,2029,-282929066762.51074
Indonesia,2030,-1968852926050.9688
Indonesia,2031,-2849831582295.619
Iran,2022,-271187069030.18823
Iran,2023,188601984082.30176
Iran,2024,-271375035289.65918
Iran,2025,74610410265.86768
Iran,2026,391538612936.9463
Iran,2027,649432542538.054
Iran,2028,451278753905.16064
Iran,2029,2269609379845.0454
Iran,2030,2159109115545.236
Iran,2031,1011790220965.5742
Iraq,2022,405922154234.56586
Iraq,2023,557241093468.7156
Iraq,2024,849224826491.8347
Iraq,2025,1096702879530.6562
Iraq,2026,1027242434562.9128
Iraq,2027,785820459595.2197
Iraq,2028,758906498959.3384
Iraq,2029,739225366910.8679
Iraq,2030,868396438198.3208
Iraq,2031,699548537299.0166
Ireland,2022,416063993363.37585
Ireland,2023,417542200852.2412
Ireland,2024,423134925926.6693
Ireland,2025,430543578064.05145
Ireland,2026,438071552404.16614
Ireland,2027,445224600835.8865
Ireland,2028,452045232302.7796
Ireland,2029,458869875871.4541
Ireland,2030,466088707859.7994
Ireland,2031,474016358399.87256
Israel,2022,409229722384.8729
Israel,2023,419964880432.33215
Israel,2024,424594087315.4485
Israel,2025,428828274013.673
Israel,2026,432509643797.529
Israel,2027,435877729168.99097
Israel,2028,438549610035.22076
Israel,2029,440550912909.7857
Israel,2030,442116780271.3608
Israel,2031,443201264487.0811
Italy,2022,1752949470316.9873
Italy,2023,1762467685409.3574
Italy,2024,1770863974889.8403
Italy,2025,1745449229035.3374
Italy,2026,1737197861665.1636
Italy,2027,1725207842630.6826
Italy,2028,1711814391181.813
Italy,2029,1700716552055.2642
Italy,2030,1689964390231.0796
Italy,2031,1680376679964.7783
Jamaica,2022,13573235256.98587
Jamaica,2023,13338456831.750313
Jamaica,2024,13178810248.852886
Jamaica,2025,13069495054.755836
Jamaica,2026,13002124940.12828
Jamaica,2027,12967398014.573936
Jamaica,2028,12957625515.214989
Jamaica,2029,12966231408.916653
Jamaica,2030,12987721454.251663
Jamaica,2031,13017579666.345303
Japan,2022,5293442477182.805
Japan,2023,5514310970748.773
Japan,2024,5381869418012.484
Japan,2025,5256620270841.336
Japan,2026,5210317067953.578
Japan,2027,5208245075057.828
Japan,2028,5256796883312.789
Japan,2029,5285575100190.18
Japan,2030,5306875538744.156
Japan,2031,5312038448708.281
Jordan,2022,27676721755.338196
Jordan,2023,-60104378573.89896
Jordan,2024,-580310944945.5931
Jordan,2025,-4034827233388.5474
Jordan,2026,-27037396751255.668
Jordan,2027,-180442682687344.7
Jordan,2028,-1203636171293081.8
Jordan,2029,-8028102069427356.0
Jordan,2030,-5.354518916619183e+16
Jordan,2031,-3.571295638668271e+17
Kazakhstan,2022,186389396748.12512
Kazakhstan,2023,179152868051.38626
Kazakhstan,2024,175005621578.14734
Kazakhstan,2025,171579482187.32928
Kazakhstan,2026,171113383682.93927
Kazakhstan,2027,173767161891.95172
Kazakhstan,2028,177662094703.4137
Kazakhstan,2029,178956510212.97223
Kazakhstan,2030,177956765990.05017
Kazakhstan,2031,176404994024.15234
Kenya,2022,103689717208.7522
Kenya,2023,106118475121.94795
Kenya,2024,108275450188.69868
Kenya,2025,110164445198.44308
Kenya,2026,111790468910.54227
Kenya,2027,113159085037.74472
Kenya,2028,114276562669.18268
Kenya,2029,115149947478.73288
Kenya,2030,115787067130.15329
Kenya,2031,116196498275.1164
Kiribati,2022,213213629.94792676
Kiribati,2023,227761940.42462343
Kiribati,2024,236205579.79173985
Kiribati,2025,237462895.24027887
Kiribati,2026,239536229.41558734
Kiribati,2027,246825325.00767457
Kiribati,2028,249936545.5546015
Kiribati,2029,251667334.0556226
Kiribati,2030,256729219.44291264
Kiribati,2031,262734972.82229102
Kuwait,2022,107695399800.97687
